sample	chromosome	start_pos	end_pos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
F1-GR-E2	NC_134842.1	1	102992780	47970536	87800872	85.2495	57.3563	39.5	29.9
F1-GR-E2	NC_134843.1	1	102858672	56207611	93734302	91.1292	68.4635	39.5	33.6
F1-GR-E2	NC_134844.1	1	98048912	47194415	85552567	87.255	59.7108	39.5	31.4
F1-GR-E2	NC_134845.1	1	97139405	47034417	82077988	84.495	59.9693	39.5	33.1
F1-GR-E2	NC_134846.1	1	94721750	53154031	87225724	92.0863	70.8226	39.5	34.9
F1-GR-E2	NC_134847.1	1	91363364	48909751	81761920	89.4909	67.2922	39.5	33.6
F1-GR-E2	NC_134848.1	1	86550376	40207901	71755159	82.9057	56.5741	39.5	29.5
F1-GR-E2	NC_134849.1	1	81349889	45207911	70495946	86.6577	58.3354	39.4	25.2
F1-GR-E2	NC_134850.1	1	74365144	36900177	66342367	89.2116	61.4481	39.5	32.1
F1-GR-E2	NC_134851.1	1	73464853	32725296	62067682	84.4862	54.4777	39.5	30.3
M01	NC_134838.1	1	133122103	85990180	122429866	91.9681	81.7269	39.5	34.3
M01	NC_134839.1	1	115872679	78214226	109785795	94.7469	85.867	39.5	35.3
M01	NC_134840.1	1	112047329	72870871	103497648	92.3696	82.1433	39.5	35
M01	NC_134841.1	1	104860103	69819670	98868695	94.2863	84.9489	39.5	35.4
M01	NC_134842.1	1	102992780	54299432	86434989	83.9233	64.6197	39.5	30.3
M01	NC_134843.1	1	102858672	62729816	93004227	90.4194	76.4065	39.5	33.8
M01	NC_134844.1	1	98048912	54790983	86212195	87.9277	69.4001	39.5	32
M01	NC_134845.1	1	97139405	52501211	83304860	85.7581	67.1347	39.5	33.2
M01	NC_134846.1	1	94721750	59055285	86836167	91.675	78.5209	39.5	34.6
M01	NC_134847.1	1	91363364	52903975	80726052	88.3571	72.1585	39.5	33.2
M01	NC_134848.1	1	86550376	49918480	74508663	86.087	71.3809	39.5	30.8
M01	NC_134849.1	1	81349889	53894729	70763293	86.9863	71.5156	39.5	26.7
M01	NC_134850.1	1	74365144	43472274	66313162	89.1724	72.7047	39.5	33.2
M01	NC_134851.1	1	73464853	38889142	62529825	85.1153	65.462	39.5	31.6
M04	NC_134838.1	1	133122103	86892392	123482267	92.7587	83.2048	39.5	34.4
M04	NC_134839.1	1	115872679	78921926	110127430	95.0418	87.307	39.5	35.6
M04	NC_134840.1	1	112047329	72782613	103022960	91.9459	82.5893	39.5	35
M04	NC_134841.1	1	104860103	69992087	98741001	94.1645	85.5095	39.5	35.5
M04	NC_134842.1	1	102992780	54290045	87604688	85.0591	65.2149	39.5	30.7
M04	NC_134843.1	1	102858672	63222216	93002852	90.4181	77.3642	39.5	33.9
M04	NC_134844.1	1	98048912	54544320	86002802	87.7142	69.3796	39.5	32.1
M04	NC_134845.1	1	97139405	52362018	83154334	85.6031	67.2147	39.5	33.2
M04	NC_134846.1	1	94721750	59959777	87421105	92.2925	80.3769	39.5	35
M04	NC_134847.1	1	91363364	53785252	81667458	89.3875	74.1596	39.5	33.8
M04	NC_134848.1	1	86550376	51101143	74046442	85.553	73.4737	39.5	30.4
M04	NC_134849.1	1	81349889	52737230	70433843	86.5814	68.6734	39.4	26.1
M04	NC_134850.1	1	74365144	42496992	65955053	88.6908	71.1521	39.5	32.8
M04	NC_134851.1	1	73464853	39596633	62769438	85.4415	67.1709	39.5	32
M05	NC_134838.1	1	133122103	76073322	123233851	92.572	72.8226	39.5	34.7
M05	NC_134839.1	1	115872679	69054061	110486665	95.3518	76.3108	39.5	35.7
M05	NC_134840.1	1	112047329	63685996	103452766	92.3295	72.0589	39.5	34.7
M05	NC_134841.1	1	104860103	61396103	98538566	93.9715	74.7951	39.5	35.6
M05	NC_134842.1	1	102992780	49796975	87852966	85.3001	60.1393	39.5	30.2
M05	NC_134843.1	1	102858672	55131058	92812281	90.2328	67.4242	39.5	34.2
M05	NC_134844.1	1	98048912	47592904	84640145	86.3244	60.4914	39.5	32.5
M05	NC_134845.1	1	97139405	45388323	82276324	84.6992	57.8372	39.5	33.1
M05	NC_134846.1	1	94721750	52245600	86837857	91.6768	70.0346	39.5	35.1
M05	NC_134847.1	1	91363364	47207956	81448866	89.1483	64.8979	39.5	33.7
M05	NC_134848.1	1	86550376	41152210	73187260	84.5603	58.5965	39.5	30.8
M05	NC_134849.1	1	81349889	46076901	70255259	86.3618	61.9111	39.4	27.1
M05	NC_134850.1	1	74365144	37827677	65646430	88.2758	63.1577	39.5	32.9
M05	NC_134851.1	1	73464853	33842084	62069486	84.4887	57.1562	39.5	31.8
M06	NC_134838.1	1	133122103	87467155	122909273	92.3282	82.8882	39.5	33.9
M06	NC_134839.1	1	115872679	79344229	110523682	95.3837	87.0147	39.5	35
M06	NC_134840.1	1	112047329	73251639	104028297	92.8432	82.3647	39.5	34.3
M06	NC_134841.1	1	104860103	70593311	98392544	93.8322	85.0905	39.5	34.7
M06	NC_134842.1	1	102992780	57661094	87044774	84.5154	69.1154	39.5	30.7
M06	NC_134843.1	1	102858672	65842777	93230780	90.6397	80.1378	39.5	34
M06	NC_134844.1	1	98048912	56907997	85216249	86.912	71.8366	39.5	32
M06	NC_134845.1	1	97139405	53823797	83120297	85.5681	68.3142	39.5	32.8
M06	NC_134846.1	1	94721750	61141952	87361131	92.2292	81.2624	39.5	34.5
M06	NC_134847.1	1	91363364	55394972	82101170	89.8622	75.6571	39.5	33.3
M06	NC_134848.1	1	86550376	48578229	73223275	84.6019	68.7255	39.5	30.6
M06	NC_134849.1	1	81349889	58771739	71258199	87.5947	74.4344	39.4	25.7
M06	NC_134850.1	1	74365144	44686165	66349507	89.2212	74.5644	39.5	33.3
M06	NC_134851.1	1	73464853	41306279	62669976	85.3061	69.4545	39.5	31.5
M07	NC_134838.1	1	133122103	84441219	123929926	93.0949	80.4034	39.5	34.1
M07	NC_134839.1	1	115872679	76409159	110308059	95.1976	83.7477	39.5	35.1
M07	NC_134840.1	1	112047329	71070278	103700415	92.5505	80.2188	39.5	34.7
M07	NC_134841.1	1	104860103	68016160	98776523	94.1984	82.7318	39.5	35.2
M07	NC_134842.1	1	102992780	53650707	88127078	85.5663	64.23	39.5	30.3
M07	NC_134843.1	1	102858672	60733081	92937516	90.3546	73.7081	39.5	33.3
M07	NC_134844.1	1	98048912	52433369	84800627	86.4881	66.1068	39.5	31.3
M07	NC_134845.1	1	97139405	50889628	82712510	85.1483	64.8669	39.5	32.5
M07	NC_134846.1	1	94721750	58266199	87601406	92.4829	77.9659	39.5	34.7
M07	NC_134847.1	1	91363364	52073984	80970415	88.6246	71.0103	39.5	32.8
M07	NC_134848.1	1	86550376	45961452	74083809	85.5962	65.4039	39.5	30.2
M07	NC_134849.1	1	81349889	52415120	70883974	87.1347	69.0383	39.5	26.2
M07	NC_134850.1	1	74365144	41471661	65667810	88.3046	69.1158	39.5	32.6
M07	NC_134851.1	1	73464853	37408100	61990752	84.3815	62.9177	39.5	31.2
M08	NC_134838.1	1	133122103	73009272	122981161	92.3822	69.6409	39.6	35.1
M08	NC_134839.1	1	115872679	65381423	109668292	94.6455	71.63	39.6	35.8
M08	NC_134840.1	1	112047329	62256670	103510479	92.381	70.5392	39.6	35.7
M08	NC_134841.1	1	104860103	58393273	98603717	94.0336	70.8911	39.6	35.8
M08	NC_134842.1	1	102992780	45336287	86312387	83.8043	54.16	39.6	30.9
M08	NC_134843.1	1	102858672	51677760	92734801	90.1575	62.8278	39.6	33.9
M08	NC_134844.1	1	98048912	44771032	85270647	86.9675	56.6108	39.6	32.5
M08	NC_134845.1	1	97139405	42807544	81817547	84.2269	54.3618	39.6	33.4
M08	NC_134846.1	1	94721750	49789065	87581994	92.4624	66.411	39.6	35.3
M08	NC_134847.1	1	91363364	43984661	80417600	88.0195	59.9382	39.6	33.6
M08	NC_134848.1	1	86550376	39451897	72708429	84.0071	56.1671	39.6	30.8
M08	NC_134849.1	1	81349889	40965860	69210656	85.0778	55.5414	39.5	27.5
M08	NC_134850.1	1	74365144	35322832	65601971	88.216	58.6935	39.6	33.3
M08	NC_134851.1	1	73464853	31829094	62115060	84.5507	53.4504	39.6	31.9
M09	NC_134838.1	1	133122103	71091940	123296238	92.6189	67.9938	39.5	34.1
M09	NC_134839.1	1	115872679	64421175	109644752	94.6252	71.0653	39.5	35.3
M09	NC_134840.1	1	112047329	60118541	103051046	91.971	68.164	39.5	34.8
M09	NC_134841.1	1	104860103	57812255	98976832	94.3894	70.6851	39.4	35.2
M09	NC_134842.1	1	102992780	45206679	87458846	84.9175	54.4357	39.5	30.5
M09	NC_134843.1	1	102858672	51308494	93069753	90.4831	62.6674	39.5	33.3
M09	NC_134844.1	1	98048912	44830522	85781043	87.488	56.9836	39.4	31.7
M09	NC_134845.1	1	97139405	42428574	81984248	84.3985	54.1601	39.5	32.3
M09	NC_134846.1	1	94721750	48502488	86474977	91.2937	64.671	39.4	34.6
M09	NC_134847.1	1	91363364	43563332	80972147	88.6265	59.8253	39.5	33.1
M09	NC_134848.1	1	86550376	40524691	73456563	84.8715	57.7809	39.4	30.2
M09	NC_134849.1	1	81349889	46477370	69565537	85.514	56.1525	39.4	23.5
M09	NC_134850.1	1	74365144	35293155	65974542	88.717	59.1609	39.4	32.5
M09	NC_134851.1	1	73464853	31423275	61741873	84.0427	52.9967	39.4	30.6
M10	NC_134838.1	1	133122103	74472933	121874506	91.5509	70.9874	39.5	34.4
M10	NC_134839.1	1	115872679	68438635	110184781	95.0913	75.7152	39.5	35.5
M10	NC_134840.1	1	112047329	62673746	103131897	92.0432	70.9654	39.5	34.9
M10	NC_134841.1	1	104860103	60623324	99232258	94.633	74.1967	39.5	35.9
M10	NC_134842.1	1	102992780	48433665	87102453	84.5714	58.2984	39.5	31.1
M10	NC_134843.1	1	102858672	54890997	93151744	90.5628	67.2043	39.5	33.9
M10	NC_134844.1	1	98048912	47857063	85919034	87.6287	60.8502	39.5	32.6
M10	NC_134845.1	1	97139405	45589519	82617690	85.0506	58.1648	39.5	33.1
M10	NC_134846.1	1	94721750	51812607	86902871	91.7454	69.3013	39.5	35.2
M10	NC_134847.1	1	91363364	47455837	81904646	89.6471	65.438	39.5	34
M10	NC_134848.1	1	86550376	40670614	73469979	84.887	57.9168	39.5	30.7
M10	NC_134849.1	1	81349889	49509906	71109527	87.412	63.5304	39.4	26.1
M10	NC_134850.1	1	74365144	36748654	65449367	88.0108	61.3968	39.5	33.2
M10	NC_134851.1	1	73464853	34038726	62376016	84.9059	57.3569	39.5	32.1
M11	NC_134838.1	1	133122103	74928991	124702940	93.6756	71.7506	39.5	34.6
M11	NC_134839.1	1	115872679	67438529	111219841	95.9845	74.0194	39.5	35.2
M11	NC_134840.1	1	112047329	62174177	104461265	93.2296	70.1831	39.5	34.6
M11	NC_134841.1	1	104860103	59959825	99591327	94.9754	72.8455	39.5	35.3
M11	NC_134842.1	1	102992780	49348936	89021953	86.4351	59.4972	39.5	31.5
M11	NC_134843.1	1	102858672	55167536	94232390	91.6135	67.3773	39.5	34.1
M11	NC_134844.1	1	98048912	49147751	87172496	88.9072	62.59	39.5	32.7
M11	NC_134845.1	1	97139405	44796728	83917457	86.3887	57.1565	39.5	32.9
M11	NC_134846.1	1	94721750	52214179	88057264	92.9641	69.8374	39.5	35.2
M11	NC_134847.1	1	91363364	46557338	82980122	90.8243	63.9228	39.5	33.6
M11	NC_134848.1	1	86550376	42646374	75649317	87.405	61.0478	39.5	31.3
M11	NC_134849.1	1	81349889	45641485	71916686	88.4042	61.896	39.5	27.5
M11	NC_134850.1	1	74365144	38466318	67180613	90.3388	64.5513	39.5	33.5
M11	NC_134851.1	1	73464853	33477747	62964316	85.7067	56.3351	39.5	32.2
M12	NC_134838.1	1	133122103	81450786	123755981	92.9643	77.67	39.5	34.5
M12	NC_134839.1	1	115872679	73985078	110744731	95.5745	81.3782	39.5	35.4
M12	NC_134840.1	1	112047329	68416943	104148331	92.9503	77.4731	39.5	34.9
M12	NC_134841.1	1	104860103	65157649	98571638	94.003	79.0931	39.5	35.5
M12	NC_134842.1	1	102992780	52991332	87673153	85.1255	63.5207	39.5	31
M12	NC_134843.1	1	102858672	58970987	93053254	90.4671	71.8705	39.5	33.7
M12	NC_134844.1	1	98048912	52162632	85620224	87.324	66.1562	39.5	32.5
M12	NC_134845.1	1	97139405	48594459	82187548	84.6078	61.8351	39.5	32.9
M12	NC_134846.1	1	94721750	55499277	86764730	91.5996	73.8283	39.5	34.8
M12	NC_134847.1	1	91363364	50342318	81001865	88.659	68.8423	39.5	33.4
M12	NC_134848.1	1	86550376	46618827	73541441	84.9695	66.5884	39.5	30.8
M12	NC_134849.1	1	81349889	52425618	69237160	85.1103	66.9686	39.4	25.5
M12	NC_134850.1	1	74365144	41566852	66671992	89.6549	69.412	39.5	33.4
M12	NC_134851.1	1	73464853	36982561	62107906	84.541	62.3529	39.5	32.2
M2-GR-E1	NC_134838.1	1	133122103	84166888	123984759	93.1361	80.011	39.4	34.2
M2-GR-E1	NC_134839.1	1	115872679	76609418	110829983	95.6481	83.9168	39.4	35.1
M2-GR-E1	NC_134840.1	1	112047329	70143653	103975686	92.7962	78.9169	39.4	34.2
M2-GR-E1	NC_134841.1	1	104860103	68233946	99363757	94.7584	82.8041	39.4	35.7
M2-GR-E1	NC_134842.1	1	102992780	57880166	88905662	86.3222	69.5164	39.4	30.6
M2-GR-E1	NC_134843.1	1	102858672	62605343	93755169	91.1495	76.317	39.4	34.2
M2-GR-E1	NC_134844.1	1	98048912	54477509	86279864	87.9968	68.9306	39.4	32.1
M2-GR-E1	NC_134845.1	1	97139405	50708484	82190703	84.6111	64.207	39.4	32.8
M2-GR-E1	NC_134846.1	1	94721750	58422776	87359310	92.2273	77.9855	39.4	34.7
M2-GR-E1	NC_134847.1	1	91363364	52846540	81462169	89.1628	72.1148	39.4	33.2
M2-GR-E1	NC_134848.1	1	86550376	47757718	74620221	86.2159	68.1035	39.4	31.1
M2-GR-E1	NC_134849.1	1	81349889	49890367	70573859	86.7535	68.134	39.4	27.8
M2-GR-E1	NC_134850.1	1	74365144	42453433	66166008	88.9745	70.6016	39.4	33.2
M2-GR-E1	NC_134851.1	1	73464853	36825071	62194902	84.6594	61.4958	39.4	31.1
M3-GR-E2	NC_134838.1	1	133122103	71782576	123048279	92.4326	68.5425	39.5	34.9
M3-GR-E2	NC_134839.1	1	115872679	66936094	111258310	96.0177	73.9278	39.5	36.3
M3-GR-E2	NC_134840.1	1	112047329	60662754	103077998	91.9951	68.4775	39.5	35.5
M3-GR-E2	NC_134841.1	1	104860103	58760118	99116657	94.5228	71.6554	39.5	36.3
M3-GR-E2	NC_134842.1	1	102992780	45905499	87074071	84.5439	54.9698	39.5	31.3
M3-GR-E2	NC_134843.1	1	102858672	51859344	92724875	90.1478	63.1912	39.5	34.2
M3-GR-E2	NC_134844.1	1	98048912	44726068	85045470	86.7378	56.5917	39.5	32.7
M3-GR-E2	NC_134845.1	1	97139405	42980935	82914075	85.3558	54.6626	39.5	33.2
M3-GR-E2	NC_134846.1	1	94721750	49524579	87086988	91.9398	66.1185	39.5	35.4
M3-GR-E2	NC_134847.1	1	91363364	43893964	81337795	89.0267	60.0124	39.5	34
M3-GR-E2	NC_134848.1	1	86550376	39696959	74034149	85.5388	56.6255	39.5	31.4
M3-GR-E2	NC_134849.1	1	81349889	41477889	69743463	85.7327	56.1551	39.4	27.5
M3-GR-E2	NC_134850.1	1	74365144	35711462	66269229	89.1133	59.6504	39.5	33.4
M3-GR-E2	NC_134851.1	1	73464853	32040167	61547763	83.7785	53.9701	39.5	32.3
